route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
533,6,1289614,BLUE LINE TO CRC,0,6.0,53886
533,6,1289615,BLUE LINE TO CRC,0,7.0,53886
533,6,1289616,BLUE LINE TO CRC,0,8.0,53886
533,6,1289617,BLUE LINE TO CRC,0,9.0,53886
533,6,1289618,BLUE LINE TO CRC,0,5.0,53886
533,6,1289619,BLUE LINE TO CRC,0,6.0,53886
533,6,1289620,BLUE LINE TO CRC,0,7.0,53886
533,6,1289621,BLUE LINE TO CRC,0,8.0,53886
533,6,1289622,BLUE LINE TO CRC,0,5.0,53886
533,6,1289623,BLUE LINE TO CRC,0,9.0,53886
533,6,1289624,BLUE LINE TO WATT I-80,1,8.0,53888
533,6,1289625,BLUE LINE TO WATT I-80,1,7.0,53888
533,6,1289626,BLUE LINE TO WATT I-80,1,6.0,53888
533,6,1289627,BLUE LINE TO WATT I-80,1,10.0,53888
533,6,1289628,BLUE LINE TO WATT I-80,1,5.0,53888
533,6,1289629,BLUE LINE TO WATT I-80,1,4.0,53888
533,6,1289630,BLUE LINE TO WATT I-80,1,3.0,53888
533,6,1289631,BLUE LINE TO WATT I-80,1,2.0,53888
533,6,1289632,BLUE LINE TO WATT I-80,1,1.0,53888
533,6,1289633,BLUE LINE TO WATT I-80,1,5.0,53888
533,6,1289634,BLUE LINE TO WATT I-80,1,4.0,53888
533,6,1289635,BLUE LINE TO WATT I-80,1,3.0,53888
533,6,1289636,BLUE LINE TO WATT I-80,1,2.0,53888
533,6,1289637,BLUE LINE TO WATT I-80,1,1.0,53888
533,6,1289638,BLUE LINE TO WATT I-80,1,9.0,53888
533,6,1289639,BLUE LINE TO WATT I-80,1,8.0,53888
533,6,1289640,BLUE LINE TO WATT I-80,1,7.0,53888
533,6,1289641,BLUE LINE TO WATT I-80,1,6.0,53888
533,6,1289642,BLUE LINE TO WATT I-80,1,8.0,53888
533,6,1289643,BLUE LINE TO WATT I-80,1,7.0,53888
533,6,1289644,BLUE LINE TO WATT I-80,1,6.0,53888
533,6,1289645,BLUE LINE TO WATT I-80,1,5.0,53888
533,6,1289646,BLUE LINE TO WATT I-80,1,9.0,53888
533,6,1289647,BLUE LINE TO WATT I-80,1,8.0,53888
533,6,1289648,BLUE LINE TO WATT I-80,1,7.0,53888
533,6,1289649,BLUE LINE TO WATT I-80,1,6.0,53888
533,6,1289650,BLUE LINE TO WATT I-80,1,5.0,53888
533,6,1289651,BLUE LINE TO WATT I-80,1,9.0,53888
533,6,1289652,BLUE LINE TO WATT I-80,1,8.0,53888
533,6,1289653,BLUE LINE TO WATT I-80,1,7.0,53888
533,6,1289654,BLUE LINE TO WATT I-80,1,6.0,53888
533,6,1289655,BLUE LINE TO WATT I-80,1,5.0,53888
533,6,1289656,BLUE LINE TO WATT I-80,1,9.0,53888
533,6,1289657,BLUE LINE TO WATT I-80,1,8.0,53888
533,6,1289658,BLUE LINE TO WATT I-80,1,7.0,53888
533,6,1289659,BLUE LINE TO WATT I-80,1,6.0,53888
533,6,1289660,BLUE LINE TO WATT I-80,1,10.0,53888
533,6,1289661,BLUE LINE TO WATT I-80,1,9.0,53888
533,6,1289662,BLUE LINE TO WATT I-80,1,10.0,53888
533,6,1289663,BLUE LINE TO WATT I-80,1,1.0,53888
533,6,1289664,BLUE LINE TO WATT I-80,1,2.0,53888
533,6,1289665,BLUE LINE TO WATT I-80,1,3.0,53888
533,6,1289666,BLUE LINE TO WATT I-80,1,4.0,53888
533,6,1289667,BLUE LINE TO WATT I-80,1,10.0,53888
533,6,1289668,BLUE LINE TO WATT I-80,1,1.0,53888
533,6,1289669,BLUE LINE TO WATT I-80,1,2.0,53888
533,6,1289670,BLUE LINE TO WATT I-80,1,3.0,53888
533,6,1289671,BLUE LINE TO WATT I-80,1,4.0,53888
533,6,1289672,BLUE LINE TO WATT I-80,1,10.0,53888
533,6,1289673,BLUE LINE TO WATT I-80,1,1.0,53888
533,6,1289674,BLUE LINE TO WATT I-80,1,2.0,53888
533,6,1289675,BLUE LINE TO WATT I-80,1,3.0,53888
533,6,1289676,BLUE LINE TO WATT I-80,1,4.0,53888
533,6,1289677,BLUE LINE TO WATT I-80,1,10.0,53888
533,6,1289678,BLUE LINE TO WATT I-80,1,1.0,53888
533,6,1289679,BLUE LINE TO WATT I-80,1,2.0,53888
533,6,1289680,BLUE LINE TO WATT I-80,1,3.0,53888
533,6,1289681,BLUE LINE TO WATT I-80,1,4.0,53888
507,7,1288804,Gold Line To Sacramento Valley Station,0,23.0,53872
507,7,1288805,Gold Line To Sacramento Valley Station,0,25.0,53872
507,7,1288806,Gold Line To Sacramento Valley Station,0,27.0,53872
507,7,1288807,Gold Line To Sacramento Valley Station,0,21.0,53872
507,7,1288808,Gold Line To Sacramento Valley Station,0,28.0,53872
507,7,1288809,Gold Line To Sacramento Valley Station,0,23.0,53872
507,7,1288810,Gold Line To Sacramento Valley Station,0,25.0,53872
507,7,1288811,Gold Line To Sacramento Valley Station,0,27.0,53872
507,7,1288812,Gold Line To Sacramento Valley Station,0,22.0,53872
507,7,1288813,Gold Line To Sacramento Valley Station,0,24.0,53872
507,7,1288814,Gold Line To Sacramento Valley Station,0,26.0,53872
507,7,1288815,Gold Line To Sacramento Valley Station,0,21.0,53872
507,7,1288816,Gold Line To Sacramento Valley Station,0,28.0,53872
507,7,1288817,Gold Line To Sacramento Valley Station,0,23.0,53872
507,7,1288818,Gold Line To Sacramento Valley Station,0,21.0,53872
507,7,1288819,Gold Line To Sacramento Valley Station,0,23.0,53872
507,7,1288820,Gold Line To Sacramento Valley Station,0,25.0,53872
507,7,1288821,Gold Line To Sacramento Valley Station,0,27.0,53872
507,7,1288822,Gold Line To Sacramento Valley Station,0,21.0,53872
507,7,1288823,Gold Line To Sacramento Valley Station,0,28.0,53872
507,7,1288824,Gold Line To Sacramento Valley Station,0,23.0,53871
507,7,1288825,Gold Line To Sacramento Valley Station,0,25.0,53871
507,7,1288826,Gold Line To Sacramento Valley Station,0,27.0,53871
507,7,1288827,Gold Line To Sacramento Valley Station,0,22.0,53871
507,7,1288828,Gold Line To Sacramento Valley Station,0,24.0,53871
507,7,1288829,Gold Line To Sacramento Valley Station,0,26.0,53871
507,7,1288830,Gold Line To Sacramento Valley Station,0,21.0,53871
507,7,1288831,Gold Line To Sacramento Valley Station,0,28.0,53871
507,7,1288832,Gold Line To Sacramento Valley Station,0,23.0,53871
507,7,1288833,Gold Line To Sacramento Valley Station,0,25.0,53871
507,7,1288834,Gold Line To Sacramento Valley Station,0,27.0,53871
507,7,1288835,Gold Line To Sacramento Valley Station,0,22.0,53871
507,7,1288836,Gold Line To Sacramento Valley Station,0,24.0,53871
507,7,1288837,Gold Line To Sacramento Valley Station,0,26.0,53871
507,7,1288838,Gold Line To Sacramento Valley Station,0,21.0,53871
507,7,1288839,Gold Line To Sacramento Valley Station,0,28.0,53871
507,7,1288840,Gold Line To Sacramento Valley Station,0,23.0,53871
507,7,1288841,Gold Line To Sacramento Valley Station,0,24.0,53871
507,7,1288842,Gold Line To Sacramento Valley Station,0,26.0,53871
507,7,1288843,Gold Line To Sacramento Valley Station,0,21.0,53871
507,7,1288844,Gold Line To Downtown Sacramento - 8th & K Only,0,28.0,53873
507,7,1288845,Gold Line To Downtown Sacramento - 8th & K Only,0,23.0,53873
507,7,1288846,Gold Line To Downtown Sacramento - 8th & K Only,0,25.0,53874
507,7,1288847,Gold Line To Downtown Sacramento - 8th & K Only,0,27.0,53874
507,7,1288848,Gold Line To Downtown Sacramento - 8th & K Only,0,22.0,53874
507,7,1288849,Gold Line To Downtown Sacramento - 8th & K Only,0,24.0,53873
507,7,1288850,Gold Line To Downtown Sacramento - 8th & K Only,0,26.0,53873
507,7,1288851,Gold Line To Sunrise,1,23.0,53876
507,7,1288852,Gold Line To Sunrise,1,25.0,53876
507,7,1288853,Gold Line To Sunrise,1,21.0,53876
507,7,1288854,Gold Line To Sunrise,1,28.0,53876
507,7,1288855,Gold Line To Sunrise,1,23.0,53876
507,7,1288856,Gold Line To Sunrise,1,25.0,53876
507,7,1288857,Gold Line To Sunrise,1,27.0,53876
507,7,1288858,Gold Line To Sunrise,1,22.0,53876
507,7,1288859,Gold Line To Sunrise,1,24.0,53876
507,7,1288860,Gold Line To Sunrise,1,26.0,53876
507,7,1288861,Gold Line To Sunrise,1,21.0,53876
507,7,1288862,Gold Line To Sunrise,1,28.0,53876
507,7,1288863,Gold Line To Sunrise,1,23.0,53876
507,7,1288864,Gold Line To Sunrise,1,25.0,53876
507,7,1288865,Gold Line To Sunrise,1,27.0,53876
507,7,1288866,Gold Line To Sunrise,1,22.0,53876
507,7,1288867,Gold Line To Sunrise,1,27.0,53876
507,7,1288868,Gold Line To Sunrise,1,21.0,53876
507,7,1288869,Gold Line To Sunrise,1,23.0,53876
507,7,1288870,Gold Line To Sunrise,1,25.0,53876
507,7,1288871,Gold Line To Sunrise,1,27.0,53876
507,7,1288872,Gold Line To Sunrise,1,21.0,53876
507,7,1288873,Gold Line To Historic Folsom,1,23.0,53875
507,7,1288874,Gold Line To Historic Folsom,1,25.0,53875
507,7,1288875,Gold Line To Historic Folsom,1,27.0,53875
507,7,1288876,Gold Line To Historic Folsom,1,22.0,53875
507,7,1288877,Gold Line To Historic Folsom,1,24.0,53875
507,7,1288878,Gold Line To Historic Folsom,1,26.0,53875
507,7,1288879,Gold Line To Historic Folsom,1,21.0,53875
507,7,1288880,Gold Line To Historic Folsom,1,28.0,53875
507,7,1288881,Gold Line To Historic Folsom,1,23.0,53875
507,7,1288882,Gold Line To Historic Folsom,1,25.0,53875
507,7,1288883,Gold Line To Historic Folsom,1,27.0,53875
507,7,1288884,Gold Line To Historic Folsom,1,22.0,53875
507,7,1288885,Gold Line To Historic Folsom,1,24.0,53875
507,7,1288886,Gold Line To Historic Folsom,1,26.0,53875
507,7,1288887,Gold Line To Historic Folsom,1,21.0,53875
507,7,1288888,Gold Line To Historic Folsom,1,28.0,53875
507,7,1288889,Gold Line To Historic Folsom,1,23.0,53875
507,7,1288890,Gold Line To Historic Folsom,1,24.0,53875
507,7,1288891,Gold Line To Historic Folsom,1,26.0,53875
507,7,1288892,Gold Line To Historic Folsom,1,21.0,53875
507,7,1288893,Gold Line To Historic Folsom,1,28.0,53875
507,7,1288894,Gold Line To Historic Folsom,1,23.0,53875
507,7,1288895,Gold Line To Historic Folsom,1,24.0,53875
507,7,1288896,Gold Line To Historic Folsom,1,26.0,53875
507,7,1288897,Gold Line To Sunrise,1,21.0,53876
533,7,1289682,BLUE LINE TO CRC,0,2.0,53886
533,7,1289683,BLUE LINE TO CRC,0,10.0,53886
533,7,1289684,BLUE LINE TO CRC,0,5.0,53886
533,7,1289685,BLUE LINE TO CRC,0,4.0,53886
533,7,1289686,BLUE LINE TO CRC,0,3.0,53886
533,7,1289687,BLUE LINE TO CRC,0,2.0,53886
533,7,1289688,BLUE LINE TO CRC,0,1.0,53886
533,7,1289689,BLUE LINE TO CRC,0,5.0,53886
533,7,1289690,BLUE LINE TO CRC,0,4.0,53886
533,7,1289691,BLUE LINE TO CRC,0,3.0,53886
533,7,1289692,BLUE LINE TO CRC,0,2.0,53886
533,7,1289693,BLUE LINE TO CRC,0,1.0,53886
533,7,1289694,BLUE LINE TO CRC,0,5.0,53886
533,7,1289695,BLUE LINE TO CRC,0,4.0,53886
533,7,1289696,BLUE LINE TO CRC,0,3.0,53886
533,7,1289697,BLUE LINE TO CRC,0,7.0,53886
533,7,1289698,BLUE LINE TO CRC,0,6.0,53886
533,7,1289699,BLUE LINE TO CRC,0,1.0,53886
533,7,1289700,BLUE LINE TO CRC,0,5.0,53886
533,7,1289701,BLUE LINE TO CRC,0,8.0,53886
533,7,1289702,BLUE LINE TO CRC,0,7.0,53886
533,7,1289703,BLUE LINE TO CRC,0,6.0,53886
533,7,1289704,BLUE LINE TO CRC,0,1.0,53886
533,7,1289705,BLUE LINE TO CRC,0,5.0,53886
533,7,1289706,BLUE LINE TO CRC,0,4.0,53886
533,7,1289707,BLUE LINE TO CRC,0,3.0,53886
533,7,1289708,BLUE LINE TO CRC,0,2.0,53886
533,7,1289709,BLUE LINE TO CRC,0,10.0,53886
533,7,1289710,BLUE LINE TO CRC,0,5.0,53886
533,7,1289711,BLUE LINE TO CRC,0,4.0,53886
533,7,1289712,BLUE LINE TO CRC,0,3.0,53886
533,7,1289713,BLUE LINE TO CRC,0,2.0,53886
533,7,1289714,BLUE LINE TO CRC,0,1.0,53887
533,7,1289715,BLUE LINE TO CRC,0,6.0,53886
533,7,1289716,BLUE LINE TO CRC,0,7.0,53886
533,7,1289717,BLUE LINE TO CRC,0,8.0,53886
533,7,1289718,BLUE LINE TO CRC,0,9.0,53886
533,7,1289719,BLUE LINE TO CRC,0,1.0,53886
533,7,1289720,BLUE LINE TO CRC,0,6.0,53886
533,7,1289721,BLUE LINE TO CRC,0,7.0,53886
533,7,1289722,BLUE LINE TO CRC,0,8.0,53886
533,7,1289723,BLUE LINE TO CRC,0,9.0,53886
533,7,1289724,BLUE LINE TO CRC,0,1.0,53886
533,7,1289725,BLUE LINE TO CRC,0,6.0,53886
533,7,1289726,BLUE LINE TO CRC,0,7.0,53886
533,7,1289727,BLUE LINE TO CRC,0,8.0,53886
533,7,1289728,BLUE LINE TO CRC,0,9.0,53886
533,7,1289729,BLUE LINE TO WATT I-80,1,7.0,53888
533,7,1289730,BLUE LINE TO WATT I-80,1,1.0,53888
533,7,1289731,BLUE LINE TO WATT I-80,1,9.0,53888
533,7,1289732,BLUE LINE TO WATT I-80,1,8.0,53888
533,7,1289733,BLUE LINE TO WATT I-80,1,7.0,53888
533,7,1289734,BLUE LINE TO WATT I-80,1,6.0,53888
533,7,1289735,BLUE LINE TO WATT I-80,1,1.0,53888
533,7,1289736,BLUE LINE TO WATT I-80,1,5.0,53888
533,7,1289737,BLUE LINE TO WATT I-80,1,4.0,53888
533,7,1289738,BLUE LINE TO WATT I-80,1,3.0,53888
533,7,1289739,BLUE LINE TO WATT I-80,1,2.0,53888
533,7,1289740,BLUE LINE TO WATT I-80,1,1.0,53888
533,7,1289741,BLUE LINE TO WATT I-80,1,5.0,53888
533,7,1289742,BLUE LINE TO WATT I-80,1,4.0,53888
533,7,1289743,BLUE LINE TO WATT I-80,1,3.0,53888
533,7,1289744,BLUE LINE TO WATT I-80,1,2.0,53888
533,7,1289745,BLUE LINE TO WATT I-80,1,6.0,53888
533,7,1289746,BLUE LINE TO WATT I-80,1,1.0,53888
533,7,1289747,BLUE LINE TO WATT I-80,1,5.0,53888
533,7,1289748,BLUE LINE TO WATT I-80,1,8.0,53888
533,7,1289749,BLUE LINE TO WATT I-80,1,7.0,53888
533,7,1289750,BLUE LINE TO WATT I-80,1,6.0,53888
533,7,1289751,BLUE LINE TO WATT I-80,1,1.0,53888
533,7,1289752,BLUE LINE TO WATT I-80,1,9.0,53888
533,7,1289753,BLUE LINE TO WATT I-80,1,8.0,53888
533,7,1289754,BLUE LINE TO WATT I-80,1,7.0,53888
533,7,1289755,BLUE LINE TO WATT I-80,1,6.0,53888
533,7,1289756,BLUE LINE TO WATT I-80,1,1.0,53888
533,7,1289757,BLUE LINE TO WATT I-80,1,9.0,53888
533,7,1289758,BLUE LINE TO WATT I-80,1,8.0,53888
533,7,1289759,BLUE LINE TO WATT I-80,1,7.0,53888
533,7,1289760,BLUE LINE TO WATT I-80,1,6.0,53888
533,7,1289761,BLUE LINE TO WATT I-80,1,1.0,53888
533,7,1289762,BLUE LINE TO WATT I-80,1,10.0,53888
533,7,1289763,BLUE LINE TO WATT I-80,1,2.0,53888
533,7,1289764,BLUE LINE TO WATT I-80,1,3.0,53888
533,7,1289765,BLUE LINE TO WATT I-80,1,4.0,53888
533,7,1289766,BLUE LINE TO WATT I-80,1,5.0,53888
533,7,1289767,BLUE LINE TO WATT I-80,1,10.0,53888
533,7,1289768,BLUE LINE TO WATT I-80,1,2.0,53888
533,7,1289769,BLUE LINE TO WATT I-80,1,3.0,53888
533,7,1289770,BLUE LINE TO WATT I-80,1,4.0,53888
533,7,1289771,BLUE LINE TO WATT I-80,1,5.0,53888
533,7,1289772,BLUE LINE TO WATT I-80,1,10.0,53888
533,7,1289773,BLUE LINE TO WATT I-80,1,2.0,53888
533,7,1289774,BLUE LINE TO WATT I-80,1,3.0,53888
533,7,1289775,BLUE LINE TO WATT I-80,1,4.0,53888
533,7,1289776,BLUE LINE TO WATT I-80,1,5.0,53888
